TELEPORT_PANEL_TITLE	teleporter
LOGIN_ACCOUNT_N_S	BRAK KONTA
LOGIN_ACCOUNT_DELETE	USUN
LOGIN_ACCOUNT_SAVED	ZAPISZ
LOGIN_ACCOUNT_EMPTY	PUSTE KONTA
LOGIN_ACCOUNT_CONT	CONTA
MULTIPLE_BUYS_TITLE	Wiele zakupow
DOGMODE	Tryb Psa
ENCHANT_REINFORCE_TITLE	Zaklecia & Wzmocnienia
PET_HATCHING_TITLE	Inkubator
PET_HATCHING_PRICE	Cena: 100.000 Yang
PET_HATCHING_NAME	Imie
PET_HATCHING	Otwórz to
SKILL_SELECT_1	Wybierz doktryne
SKILL_SELECT_2	Zaakceptowac
GUILD_MEMBER_WAR	Wojna
ACCEPT	OK
ACCE_ABSORB	Absorpcja bonusów
ACCE_COMBINE	Kombinacja
ACCE_MAIN	Szarfa 1
ACCE_RESULT	Rezultat
ACCE_SERVE	Szarfa 2
ATTACH_METIN_INFO	Czy chcesz u¿yæ Kamienia Duszy?
ATTACH_METIN_TITLE	U¿yj Kamienia Duszy
ATTENDANCE_TITLE	Event £owcy Bossów
ATTR_67_ADD	Dodaj bonus
ATTR_67_ADD_TITLE	Dodaj bonus
ATTR_67_MATERIAL_SLOT_TITLE	Od³amki
ATTR_67_REGIST_SLOT_TITLE	Przedmiot docelowy
ATTR_67_SUPPORT_SLOT_TITLE	Suplement
AURA_MAIN	Szata Aury
AURA_SUB	Materia³
AUTO_AUTO_ATTACK	Atak
AUTO_AUTO_POSITION	Mikstury
AUTO_AUTO_RANGE	Fokus
AUTO_AUTO_SKILL	Umiejêtnoœci
AUTO_CLEAR	Opró¿nij
AUTO_END	Zatrzymaj
AUTO_OFF	WY£
AUTO_ON	W£
AUTO_POSITION_SETTING	Mikstury
AUTO_SAVE	Zapisz
AUTO_SETTING	Ustawienia
AUTO_SKILL_SETTING	Umiejêtnoœci
AUTO_START	Start
AUTO_TITLE	Auto £owy
BANNER_ATTENDANCE_BUTTON	Event £owcy Bossów
BANNER_BLACK_AND_WHITE_BUTTON	Bitwa Proroków
BANNER_CATCHKING_BUTTON	Schwytaj Króla
BANNER_EASTER_BUTTON	WIELKANOC
BANNER_FISH_BUTTON	WÊDKARSKIE PUZZLE
BANNER_FLOWER_BUTTON	DZIECI KWIATY
BANNER_FOOTBALL_BUTTON	PI£KA NO¯NA
BANNER_HALLOWEEN_BUTTON	HALLOWEEN
BANNER_LUCKY_EVENT	NAGONKA NA POTWORY
BANNER_MINIBOSS_BUTTON	Apokalipsa Zodiaku
BANNER_MONSTERBACK_BUTTON	Zrealizuj pkt ¿ycia
BANNER_MYSTERY_BOX_BUTTON	EVENT £UPÓW I
BANNER_MYSTERY_BOX_BUTTON_2	EVENT £UPÓW II
BANNER_NEW_XMAS_BUTTON	BO¯E NARODZENIE
BANNER_OKEY_BUTTON	Event Okey
BANNER_OLYMPIC_BUTTON	EVENT BOHATERÓW
BANNER_RAMADAN_BUTTON	RAMADAN
BANNER_ROULETTE_BUTTON	Rytua³ Krwi
BANNER_SOUL_BUTTON	EVENT DUSZ
BANNER_SUMMER_BUTTON	LETNI EVENT
BANNER_VALENTINE_BUTTON	WALENTYNKI
BANNER_YUTNORI_BUTTON	Yutnori
BATTLE_FIELD_INFO	Strefa Walki
BATTLE_FIELD_OPERATION_TIME	Wejœcie do Strefy Walki mo¿liwe od %s:00 do %s:00.
BATTLE_FIELD_OPERATION_TIME_ALL	Wejœcie mo¿liwe w ka¿dej chwili.
BATTLE_FIELD_OPERATION_TIME_END	Strefa Walki otwarta jest jeszcze przez %s godz.
BATTLE_FIELD_OPERATION_TIME_NA	Wejœcie aktualnie niemo¿liwe.
BATTLE_FIELD_OPERATION_TIME_OPEN	Wejœcie mo¿liwe za %s h na %s h.
BATTLE_FILED_RANK	Ranga
BATTLE_FILED_RANK_EMPIRE	Królestwo
BATTLE_FILED_RANK_NAME	Nick
BATTLE_FILED_RANK_POINT	Punkty
BNW_GAME_UI_COM	Wróg
BNW_RANK_UI_COUNT	Iloœæ wp³at
BNW_RANK_UI_NAME	Nazwa
BNW_RANK_UI_RANK	Ranga
CANCEL	Anuluj
CHANGE_ATTR_SELECT	Zmieñ bonus
CHANGE_PASSWORD_CONFIRM	Powtórz nowe has³o
CHANGE_PASSWORD_NEW	Nowe Has³o
CHANGE_PASSWORD_OLD	Stare Has³o
CHANGE_PASSWORD_TITLE	Zmiana Has³a
CHARACTER_ACTION	Emocje
CHARACTER_EMOTICON	Emocje
CHARACTER_MAIN	Postaæ
CHARACTER_MUTUAL_ACTION	Emocje wspólne
CHARACTER_NORMAL_ACTION	Emocje podstawowe
CHARACTER_QUEST	Misje
CHARACTER_SKILL	Umiejêtnoœci
CHARACTER_SPECTIAL_ACTION	Specjalne akcje
CHAT_FILTER	Filtr czatu
CHAT_FILTER_DICE	Kostka
CLOSE	Zamknij
COMB_APPEARANCE	Odbiorca
COMB_ATTRIBUTE	Orygina³
COMB_MAIN	Odbiorca
COMB_MATERIAL	Orygina³
COMB_SKILLBOOK_TILE	Wymieñ ksiêgi
COSTUME_TITLE	Kostiumy
COSTUME_WINDOW_TITLE	Kostiumy
CREATE_ATT_GRADE	SI£A
CREATE_CREATE	Utwórz
CREATE_DEX_GRADE	ZRÊ
CREATE_HP	P¯
CREATE_LAST_POINT	Punkty
CREATE_MAN	Mê¿czyzna
CREATE_NAME	Nazwa
CREATE_NEXT	Dalej
CREATE_PREV	Wróæ
CREATE_SEX	P³eæ
CREATE_SHAPE	Wygl¹d
CREATE_SP	INT
CREATE_STAT_RESET	Reset
CREATE_WOMAN	Kobieta
CUBE_INFO_TITLE	Podrêcznik Uszlachetnieñ
CUBE_RENEWAL_BELT_IMPROVE	Podwy¿sz szansê
CUBE_RENEWAL_TITLE	Uszlachetnienie
CUBE_REQUIRE_MATERIAL	Wymagane materia³y
CUBE_REQUIRE_MATERIAL_OR	lub
CUBE_TITLE	Okienko uszlachetniania
CURRENT_POINT	Aktualna iloœæ punktów: %s
CZ_REWARD_WINDOW_TITLE	Œwi¹tynia Zodiaku
DO_CHANGE_ATTR	Zastosuj
DO_REFINE	Uszlachetnij
DO_REFINE_ALL	Uszlache. wszys.
DRAGONSOUL_ACTIVATE	Aktywuj
DRAGONSOUL_CHANGE_ATTR_WINDOW_TITLE	Zmiana Bonusu Mitycznych Smoczych Kamieni
DRAGONSOUL_PAGE_BUTTON_1	Surowy
DRAGONSOUL_PAGE_BUTTON_2	Szlifowany
DRAGONSOUL_PAGE_BUTTON_3	Rzadki
DRAGONSOUL_PAGE_BUTTON_4	Antyczny
DRAGONSOUL_PAGE_BUTTON_5	Legendarny
DRAGONSOUL_PAGE_BUTTON_6	Mityczne
DRAGONSOUL_REFINE_WINDOW_TITLE	Okienko uszlachetniania
DRAGONSOUL_TAP_TITLE_1	Smoczy Diament: %s
DRAGONSOUL_TAP_TITLE_2	Smoczy Rubin: %s
DRAGONSOUL_TAP_TITLE_3	Smoczy Jadeit: %s
DRAGONSOUL_TAP_TITLE_4	Smoczy Szafir: %s
DRAGONSOUL_TAP_TITLE_5	Smoczy Granat: %s
DRAGONSOUL_TAP_TITLE_6	Smoczy Onyks: %s
DRAGONSOUL_TITLE	Alchemia Smoczych Kamieni
DUTCHAUCTION_BUTTON	Chcê
DUTCHAUCTION_TITLE	Aukcja B³yskawiczna
EMPIRE_A	Shinsoo
EMPIRE_ALL	Wszystko
EMPIRE_B	Chunjo
EMPIRE_C	Jinno
EMPIRE_EXIT	WyjdŸ
EMPIRE_NEXT	Dalej
EMPIRE_PREV	Wstecz
EMPIRE_SELECT	Wybierz
END_TIME	Aktualny event
ENTER_BATTLE_FIELD	WejdŸ
EVENT_ALARM_TITLE	Podgl¹d eventów
EVENT_NAME_TITLE	Nazwa
EVENT_REWARD_TITLE	Nagroda
EXCHANGE_ACCEPT	OK
EXCHANGE_TITLE	Handel
EXIT_BATTLE_FIELD	Naprawdê chcesz opuœciæ Strefê Walki?
EXIT_BATTLE_FIELD_ON_DEAD	Czy naprawdê chcesz opuœciæ Strefê Walki z %d pkt?
EXPIRED_TIME	Event siê zakoñczy³.
FISHING_RENEWAL_TITLE	£owienie
FRAGMENT_COMB_TITLE	Po³¹cz ksiêgi umiejêtnoœci
GAMEOPTION_TITLE	Opcje Gry
GAME_EXIT_OBSERVER	Zakoñcz Obserwowanie
GAME_GUILD_WAR_JOIN	Do³¹cz do wojny gildii
GAME_QUEST	Zadania
GAME_SKILL_UP	Podnieœ Umiejêtnoœci
GAME_STAT_UP	Podnieœ Status
GEMSHOP_LEFTTIME	Pozosta³y czas
GEMSHOP_TITLA	SKLEP GAYA
GRADE	Klasa
GRADE_SELECT	Klasa
GRAPHICONOFF_DROP_ITEM_APPLY	Zastosuj
GRAPHICONOFF_DROP_ITEM_LEVEL	Dropy przedmiotu
GRAPHICONOFF_DROP_ITEM_LEVEL1	1
GRAPHICONOFF_DROP_ITEM_LEVEL1_TOOLTIP	Poka¿ efekt i nazwê
GRAPHICONOFF_DROP_ITEM_LEVEL2	2
GRAPHICONOFF_DROP_ITEM_LEVEL2_TOOLTIP	Ukryj efekt
GRAPHICONOFF_DROP_ITEM_LEVEL3	3
GRAPHICONOFF_DROP_ITEM_LEVEL3_TOOLTIP	Ukryj efekt i nazwê
GRAPHICONOFF_DROP_ITEM_LEVEL4	4
GRAPHICONOFF_DROP_ITEM_LEVEL4_TOOLTIP	Ukryj przedmioty i najedŸ kursorem myszy na nazwê
GRAPHICONOFF_DROP_ITEM_LEVEL5	5
GRAPHICONOFF_DROP_ITEM_LEVEL5_TOOLTIP	Ukryj przedmioty i nazwê
GRAPHICONOFF_EFFECT_APPLY	Zastosuj
GRAPHICONOFF_EFFECT_LEVEL	Efekty
GRAPHICONOFF_EFFECT_LEVEL1	1
GRAPHICONOFF_EFFECT_LEVEL1_TOOLTIP	Poka¿ wszystko
GRAPHICONOFF_EFFECT_LEVEL2	2
GRAPHICONOFF_EFFECT_LEVEL2_TOOLTIP	Tylko moje efekty i potworów
GRAPHICONOFF_EFFECT_LEVEL3	3
GRAPHICONOFF_EFFECT_LEVEL3_TOOLTIP	Tylko moje i inne specjalne efekty
GRAPHICONOFF_EFFECT_LEVEL4	4
GRAPHICONOFF_EFFECT_LEVEL4_TOOLTIP	Poka¿ tylko moje
GRAPHICONOFF_EFFECT_LEVEL5	5
GRAPHICONOFF_EFFECT_LEVEL5_TOOLTIP	Ukryj wszystko
GRAPHICONOFF_NPC_NAME_STATUS	Nazwy NPC
GRAPHICONOFF_NPC_NAME_STATUS_OFF	Wy³¹cz
GRAPHICONOFF_NPC_NAME_STATUS_OFF_TOOLTIP	Ukryj nazwê NPC
GRAPHICONOFF_NPC_NAME_STATUS_ON	W³¹cz
GRAPHICONOFF_NPC_NAME_STATUS_ON_TOOLTIP	Poka¿ nazwê NPC
GRAPHICONOFF_PET_STATUS	Zwierzaki
GRAPHICONOFF_PET_STATUS_OFF	Wy³¹cz
GRAPHICONOFF_PET_STATUS_OFF_TOOLTIP	Ukryj zwierzaka
GRAPHICONOFF_PET_STATUS_ON	W³¹cz
GRAPHICONOFF_PET_STATUS_ON_TOOLTIP	Poka¿ zwierzaka
GRAPHICONOFF_PRIVATE_SHOP_APPLY	Zastosuj
GRAPHICONOFF_PRIVATE_SHOP_LEVEL	Prywatne sklepy
GRAPHICONOFF_PRIVATE_SHOP_LEVEL1	1
GRAPHICONOFF_PRIVATE_SHOP_LEVEL1_TOOLTIP	Poka¿ wszystko
GRAPHICONOFF_PRIVATE_SHOP_LEVEL2	2
GRAPHICONOFF_PRIVATE_SHOP_LEVEL2_TOOLTIP	Poka¿ wszystko w du¿ym zasiêgu
GRAPHICONOFF_PRIVATE_SHOP_LEVEL3	3
GRAPHICONOFF_PRIVATE_SHOP_LEVEL3_TOOLTIP	Poka¿ wszystko w œrednim zasiêgu
GRAPHICONOFF_PRIVATE_SHOP_LEVEL4	4
GRAPHICONOFF_PRIVATE_SHOP_LEVEL4_TOOLTIP	Poka¿ wszystko w bliskim zasiêgu
GRAPHICONOFF_PRIVATE_SHOP_LEVEL5	5
GRAPHICONOFF_PRIVATE_SHOP_LEVEL5_TOOLTIP	Poka¿ wszystko w bezpoœrednim zasiêgu
GUILDWINDOW_BASE_BUFF	Bonus gildii
GUILD_ATTENDANCE_LOCA1	Pierwszy udzia³: 1x Medal Mêstwa
GUILD_ATTENDANCE_LOCA2	10 lub wiêcej: 1x Medal Mêstwa
GUILD_ATTENDANCE_LOCA3	20 lub wiêcej: 2x Medal Mêstwa
GUILD_ATTENDANCE_LOCA4	30 lub wiêcej: 4x Medal Mêstwa
GUILD_ATTENDANCE_LOCA5	40 lub wiêcej: 6x Medal Mêstwa
GUILD_ATTENDANCE_LOCA6	50 lub wiêcej: 8x Medal Mêstwa
GUILD_ATTENDANCE_LOCA7	60 lub wiêcej: 10x Medal Mêstwa
GUILD_ATTENDANCE_LOCA8	70 lub wiêcej: 12x Medal Mêstwa
GUILD_ATTENDANCE_LOCA9	Start: codziennie o godz. 5:00
GUILD_ATTENDANCE_TITLE	Nagroda za uczestnictwo
GUILD_BANKINFO_CLOSE	Zamknij
GUILD_BANKINFO_NAME	Cz³onek gildii
GUILD_BANKINFO_TITLE	Log magazynu gildii
GUILD_BANKINFO_TYPE	Przedmiot/Waluta
GUILD_BANKINFO_USETYPE	Akcja
GUILD_BANK_CLOSE	Zamknij
GUILD_BANK_INFO	S. magazynu:
GUILD_BASEINFO_BANK	Magazyn gildii
GUILD_BASEINFO_BANKLASTOUT	Pobranie o.przed.
GUILD_BASEINFO_BUILDING	Budynek gildii
GUILD_BASEINFO_FACTORY	Kowal gildii
GUILD_BASEINFO_GUILDLAND	Obszar gildii
GUILD_BASEINFO_LANDSCAPE	Inne
GUILD_BASEINFO_LOCALE	Lokalizacja
GUILD_BASEINFO_MONEY	Stan konta
GUILD_BASEINFO_MONEYBANKINFO	Informacje o banku gildii
GUILD_BASEINFO_MONEYLASTOUT	Ostatnia wyp³ata
GUILD_BASEINFO_POWER	O³tarz Mocy
GUILD_BASEINFO_SMEITER	Alchemik gildii
GUILD_BASEINFO_TITLE	Informacje o obszarze
GUILD_BASENAME	Podstawowa Nazwa
GUILD_BOARD_ID	Nick
GUILD_BOARD_REFRESH	Odœwie¿
GUILD_BOARD_TEXT	Wiadomoœæ
GUILD_BUILDING_CATEGORY_TITLE	Jednostki Budowlane
GUILD_BUILDING_CHANGE	Zmieñ
GUILD_BUILDING_CHANGE_DELETE	Usuñ
GUILD_BUILDING_CHANGE_FIX	Przebudowa gildii
GUILD_BUILDING_CHANGE_LIST	Poka¿ listê obiektów gildii
GUILD_BUILDING_DIRECTION	Kierunek
GUILD_BUILDING_FIX	Przebudowa
GUILD_BUILDING_GRADE	Ranga
GUILD_BUILDING_INFO	Informacje o Budynkach i Kosztach
GUILD_BUILDING_LIST_TITLE	Lista Budowli
GUILD_BUILDING_LOG	Pieñ
GUILD_BUILDING_NAME	Nazwa Budowli
GUILD_BUILDING_OPERATE	Operuj
GUILD_BUILDING_PLY	Dykta
GUILD_BUILDING_POSITION	Miejsce
GUILD_BUILDING_PREVIEW	Podgl¹d
GUILD_BUILDING_PRICE	Cena
GUILD_BUILDING_REFRESH	Odœwie¿
GUILD_BUILDING_STONE	Kamieñ
GUILD_BUILDING_TITLE	Budowa Siedziby Gildii
GUILD_CRYSTAL	Kryszta³
GUILD_DEPOSIT	Depozyt
GUILD_DONATE_BUTTON_OVER_TEXT	Losowy przedmiot
GUILD_DONATE_COUNT	Dostêpne wp³aty: %d/%d
GUILD_DONATE_GET_MEDAL_OF_HONOR	%d
GUILD_DONATE_GUILD_EXP	PD gildii
GUILD_DONATE_HIGH_MATERIAL	Wysoka Wp³ata
GUILD_DONATE_MEDAL_OF_HONOR	Medal Mêstwa
GUILD_DONATE_MIDDLE_MATERIAL	Œrednia Wp³ata
GUILD_DONATE_MY_MEDAL_OF_HONOR	Moje Medale Mêstwa
GUILD_DONATE_NORMAL_MATERIAL	120 000 Yang
GUILD_DONATE_TAB_HIGH	Wysoka wp³ata
GUILD_DONATE_TAB_MIDDLE	Œrednia wp³ata
GUILD_DONATE_TAB_NORMAL	Ma³a wp³ata
GUILD_DONATE_TITLE	Wp³ata PD
GUILD_DRAGONLAIR_RANKING	Lista najlepszych
GUILD_DRAGONLAIR_RANKING_COUNT	Miej.
GUILD_DRAGONLAIR_RANKING_MEMBER	Cz³onek
GUILD_DRAGONLAIR_RANKING_NAME	Gildia
GUILD_DRAGONLAIR_RANKING_TIME	Czas
GUILD_DROP_RESOURCE1	Tutaj
GUILD_DROP_RESOURCE2	Upuœæ Surowiec
GUILD_GEM	Klejnot
GUILD_GRADE_CHANGE_GRADE_NAME	Nowa nazwa Rangi
GUILD_GRADE_NUM	Nr
GUILD_GRADE_PERMISSION_BANK	Mo¿e u¿ywaæ banku gildii oraz magazynu gildii
GUILD_GRADE_PERMISSION_DELETE	Usuñ z gildii
GUILD_GRADE_PERMISSION_JOIN	Mo¿e przyj¹æ gracza do gildii
GUILD_GRADE_PERMISSION_NOTICE	Mo¿e przypi¹æ notatkê gildii
GUILD_GRADE_PERMISSION_SKILL	Umiejêtnoœci gildii
GUILD_GRADE_PERMISSION_WAR	Mo¿e wybieraæ cz³onków gildii, którzy mog¹ wzi¹æ udzia³ w wojnie jako wojownicy
GUILD_GRADE_RANK	Ranga
GUILD_GRADE_WRITE	Napisz
GUILD_INFO	Informacje o Gildii
GUILD_INFO_CUR_EXP	Doœwiadczenie
GUILD_INFO_DECALRE_WAR	Wypowiedz Wojnê
GUILD_INFO_ENEMY_GUILD	Wrogie Gildie
GUILD_INFO_ENEMY_GUILD_EMPTY	Brak
GUILD_INFO_LEVEL	Poziom Gildii
GUILD_INFO_MARK	Logo Gildii
GUILD_INFO_MASTER	Lider
GUILD_INFO_MASTER_VALUE	Lider
GUILD_INFO_MEMBER_AVG_LEVEL	Œredni Poziom
GUILD_INFO_MEMBER_NUM	Liczba cz³onków
GUILD_INFO_NAME	Nazwa Gildii
GUILD_INFO_NAME_VALUE	To jest nazwa Gildii
GUILD_INFO_OFFER_EXP	Inwestuj
GUILD_INFO_REST_EXP	Wymagane PD
GUILD_INFO_UPLOAD_MARK	Wgraj Logo
GUILD_INFO_UPLOAD_SYMBOL	Wgraj Flagê
GUILD_MARK	Znak Gildii
GUILD_MASTER_CHANGE_TITLEBAR	Oddaæ pozycjê lider gildii
GUILD_MEMBER_JOB	Klasa
GUILD_MEMBER_KNIGHT	Wojownik
GUILD_MEMBER_LEVEL	Poziom
GUILD_MEMBER_NAME	Nazwa
GUILD_MEMBER_OUT_TITLEBAR	Usuñ cz³onka gildii
GUILD_MEMBER_PACE_ATTENDANCE	Uczestnictwo ({0}/{1})
GUILD_MEMBER_RANK	Ranga
GUILD_MEMBER_SPECIFIC_GRAVITY	Inwest.
GUILD_METIN_STONE	Kamieñ Duszy
GUILD_MINENAL	Minera³
GUILD_MONEY	Yang
GUILD_NAME	Gildia
GUILD_RESOURCE_INFO	Informacja o surowcach
GUILD_SKILLPAGE_LADDER	Punkty rangi
GUILD_SKILLPAGE_RANK	Ranga
GUILD_SKILL_ACTIVE	Aktywne
GUILD_SKIlL_HEAL_GSP	Regeneracja
GUILD_SKILL_PASSIVE	Pasywne
GUILD_SKILL_POWER	Energia
GUILD_SKILL_STATE	Umiejêtnoœci Gildii
GUILD_SYMBOL	Flaga Gildii
GUILD_WAR_ACCEPT	Akceptuj Deklaracjê Wojny
GUILD_WAR_ALLSCORE	Wszystkie walki
GUILD_WAR_BATTLE_TYPE	Rodzaj bitwy
GUILD_WAR_CTF	Flagi
GUILD_WAR_DECLARE	Deklaruj Wojnê Gildii
GUILD_WAR_ENEMY	Wróg
GUILD_WAR_GAINSCORE	Punkty
GUILD_WAR_GAINSCORE_FIFTY	50
GUILD_WAR_GAINSCORE_HUNDRED	100
GUILD_WAR_GAINSCORE_THIRTY	30
GUILD_WAR_GAMETIME	Czas walki
GUILD_WAR_GAMETIME_SIXTY	60 min.
GUILD_WAR_GAMETIME_TEN	10 min.
GUILD_WAR_GAMETIME_THIRTY	30 min.
GUILD_WAR_JOINMEMBER	Cz³onek
GUILD_WAR_JOINMEMBER_COUNT	Cz³onkowie
GUILD_WAR_JOINMEMBER_FIFTEEN	15
GUILD_WAR_JOINMEMBER_FIVE	5
GUILD_WAR_JOINMEMBER_TEN	10
GUILD_WAR_NORMAL	Pole
GUILD_WAR_REPORT	Podgl¹d wojny
GUILD_WAR_REPORTLIST	Podgl¹d (Walki: W, Zwyciêstwa: Z, Pora¿ki: P, Remis: R)
GUILD_WAR_SCORE	Podgl¹d wojny
GUILD_WAR_SKILL	Umiejêtnoœci gildii
GUILD_WAR_TYPE_DEFENSE	Tarcza bojowa
GUILD_WAR_TYPE_DIE	Walka na arenie
GUILD_WAR_TYPE_FLAG	Walka o flagi
GUILD_WAR_TYPE_NORMAL	Pole bitwy
GUILD_WAR_TYPE_TIGER	Zag³ada
GUILD_WAR_TYPE_TIME	Atak czasowy
GUILD_WAR_WARP	Arena
GUILD_WAR_WIN	Rundy
GUILD_WAR_WIN_FIVE	5
GUILD_WAR_WIN_ONE	1
GUILD_WAR_WIN_THREE	3
GUILD_WATER	Woda
GUILD_WATER_STONE	Kamieñ Wodny
GUILD_WITHDRAW	WeŸ
HELP_ATTACK	Aktywuje jednorazowy atak poprzez klikniêcie mysz¹.
HELP_ATTACK_KEY	Atak: lewy przycisk myszy lub spacja
HELP_AUTO_ATTACK	Aktywuje automatyczny atak poprzez klikniêcie mysz¹.
HELP_CAMERA	Prowadzenie kamery
