TELEPORT_PANEL_TITLE	Teleporter
CREATE_STAT_RESET	Zurück
CREATE_WOMAN	Frau
CUBE_INFO_TITLE	Veredelungshandbuch
CUBE_RENEWAL_BELT_IMPROVE	Chance erhöhen
CUBE_RENEWAL_TITLE	Veredelung
CUBE_REQUIRE_MATERIAL	Erforderliche Materialien
CUBE_REQUIRE_MATERIAL_OR	oder
CUBE_TITLE	Veredelungsfenster
CURRENT_POINT	Aktuelle Punktanzahl: %s
CZ_REWARD_WINDOW_TITLE	Zodiak-Tempel
DO_CHANGE_ATTR	Anwenden
DO_REFINE	Veredeln
DO_REFINE_ALL	Veredeln alle
DRAGONSOUL_ACTIVATE	Aktivieren
DRAGONSOUL_CHANGE_ATTR_WINDOW_TITLE	Bonuswandel für mythische Drachensteine
DRAGONSOUL_PAGE_BUTTON_1	Roh
DRAGONSOUL_PAGE_BUTTON_2	Schliff
DRAGONSOUL_PAGE_BUTTON_3	Rar
DRAGONSOUL_PAGE_BUTTON_4	Antik
DRAGONSOUL_PAGE_BUTTON_5	Legendär
DRAGONSOUL_PAGE_BUTTON_6	Mythisch
DRAGONSOUL_REFINE_WINDOW_TITLE	Veredelungsfenster
DRAGONSOUL_TAP_TITLE_1	Drachendiamant: %s
DRAGONSOUL_TAP_TITLE_2	Drachenrubin: %s
DRAGONSOUL_TAP_TITLE_3	Drachenjade: %s
DRAGONSOUL_TAP_TITLE_4	Drachensaphir: %s
DRAGONSOUL_TAP_TITLE_5	Drachengranat: %s
DRAGONSOUL_TAP_TITLE_6	Drachenonyx: %s
DRAGONSOUL_TITLE	Drachensteinalchemie
DUTCHAUCTION_BUTTON	Los!
DUTCHAUCTION_TITLE	Blitzauktion
EMPIRE_A	Shinsoo
EMPIRE_ALL	Alle
EMPIRE_B	Chunjo
EMPIRE_C	Jinno
EMPIRE_EXIT	Beenden
EMPIRE_NEXT	Weiter
EMPIRE_PREV	Zurück
EMPIRE_SELECT	Wählen
END_TIME	Laufendes Event
ENTER_BATTLE_FIELD	Beitreten
EVENT_ALARM_TITLE	Eventübersicht
EVENT_NAME_TITLE	Name
EVENT_REWARD_TITLE	Belohnung
EXCHANGE_ACCEPT	OK
EXCHANGE_TITLE	Handeln
EXIT_BATTLE_FIELD	Möchtest du die Kampfzone wirklich verlassen?
EXIT_BATTLE_FIELD_ON_DEAD	Möchtest du die Kampfzone mit %d Punkt(en) verlassen?
EXPIRED_TIME	Event wurde beendet.
FISHING_RENEWAL_TITLE	Angeln
FRAGMENT_COMB_TITLE	Fertigkeitsbücher kombinieren
GAMEOPTION_TITLE	Spieloptionen
GAME_EXIT_OBSERVER	Zuschauermodus beenden
GAME_GUILD_WAR_JOIN	Gildenkrieg beitreten
GAME_QUEST	Aufgaben
GAME_SKILL_UP	Fertigkeit erhöhen
GAME_STAT_UP	Status erhöhen
GEMSHOP_LEFTTIME	Verbleibende Zeit
GEMSHOP_TITLA	GAYAHANDEL
GRADE	Klasse
GRADE_SELECT	Klasse
GRAPHICONOFF_DROP_ITEM_APPLY	Anwenden
GRAPHICONOFF_DROP_ITEM_LEVEL	Itemdrop
GRAPHICONOFF_DROP_ITEM_LEVEL1	1
GRAPHICONOFF_DROP_ITEM_LEVEL1_TOOLTIP	Effekt & Name anzeigen
GRAPHICONOFF_DROP_ITEM_LEVEL2	2
GRAPHICONOFF_DROP_ITEM_LEVEL2_TOOLTIP	Effekt verbergen
GRAPHICONOFF_DROP_ITEM_LEVEL3	3
GRAPHICONOFF_DROP_ITEM_LEVEL3_TOOLTIP	Effekt & Name verbergen
GRAPHICONOFF_DROP_ITEM_LEVEL4	4
GRAPHICONOFF_DROP_ITEM_LEVEL4_TOOLTIP	Items verbergen & Name per Mouse-over
GRAPHICONOFF_DROP_ITEM_LEVEL5	5
GRAPHICONOFF_DROP_ITEM_LEVEL5_TOOLTIP	Items & Name nicht anzeigen
GRAPHICONOFF_EFFECT_APPLY	Anwenden
GRAPHICONOFF_EFFECT_LEVEL	Effekte
GRAPHICONOFF_EFFECT_LEVEL1	1
GRAPHICONOFF_EFFECT_LEVEL1_TOOLTIP	Alle anzeigen
GRAPHICONOFF_EFFECT_LEVEL2	2
GRAPHICONOFF_EFFECT_LEVEL2_TOOLTIP	Nur eigene und Monstereffekte
GRAPHICONOFF_EFFECT_LEVEL3	3
GRAPHICONOFF_EFFECT_LEVEL3_TOOLTIP	Nur eigene und andere Spielereffekte
GRAPHICONOFF_EFFECT_LEVEL4	4
GRAPHICONOFF_EFFECT_LEVEL4_TOOLTIP	Nur eigene anzeigen
GRAPHICONOFF_EFFECT_LEVEL5	5
GRAPHICONOFF_EFFECT_LEVEL5_TOOLTIP	Keine anzeigen
GRAPHICONOFF_NPC_NAME_STATUS	NPC-Namen
GRAPHICONOFF_NPC_NAME_STATUS_OFF	Aus
GRAPHICONOFF_NPC_NAME_STATUS_OFF_TOOLTIP	NPC-Namen verbergen
GRAPHICONOFF_NPC_NAME_STATUS_ON	An
GRAPHICONOFF_NPC_NAME_STATUS_ON_TOOLTIP	NPC-Namen anzeigen
GRAPHICONOFF_PET_STATUS	Pets
GRAPHICONOFF_PET_STATUS_OFF	Aus
GRAPHICONOFF_PET_STATUS_OFF_TOOLTIP	Pet verbergen
GRAPHICONOFF_PET_STATUS_ON	An
GRAPHICONOFF_PET_STATUS_ON_TOOLTIP	Pet anzeigen
GRAPHICONOFF_PRIVATE_SHOP_APPLY	Anwenden
GRAPHICONOFF_PRIVATE_SHOP_LEVEL	Private Läden
GRAPHICONOFF_PRIVATE_SHOP_LEVEL1	1
GRAPHICONOFF_PRIVATE_SHOP_LEVEL1_TOOLTIP	Alle anzeigen
GRAPHICONOFF_PRIVATE_SHOP_LEVEL2	2
GRAPHICONOFF_PRIVATE_SHOP_LEVEL2_TOOLTIP	Alle im großem Umkreis anzeigen
GRAPHICONOFF_PRIVATE_SHOP_LEVEL3	3
GRAPHICONOFF_PRIVATE_SHOP_LEVEL3_TOOLTIP	Alle im mittlerem Umkreis anzeigen
GRAPHICONOFF_PRIVATE_SHOP_LEVEL4	4
GRAPHICONOFF_PRIVATE_SHOP_LEVEL4_TOOLTIP	Alle im näheren Umkreis anzeigen
GRAPHICONOFF_PRIVATE_SHOP_LEVEL5	5
GRAPHICONOFF_PRIVATE_SHOP_LEVEL5_TOOLTIP	Alle im direkten Umkreis anzeigen
GUILDWINDOW_BASE_BUFF	Gildenbonus
GUILD_ATTENDANCE_LOCA1	Erste Teilnahme: 1x Tapferkeitsmedaille
GUILD_ATTENDANCE_LOCA2	10 oder mehr: 1x Tapferkeitsmedaille
GUILD_ATTENDANCE_LOCA3	20 oder mehr: 2x Tapferkeitsmedaille
GUILD_ATTENDANCE_LOCA4	30 oder mehr: 4x Tapferkeitsmedaille
GUILD_ATTENDANCE_LOCA5	40 oder mehr: 6x Tapferkeitsmedaille
GUILD_ATTENDANCE_LOCA6	50 oder mehr: 8x Tapferkeitsmedaille
GUILD_ATTENDANCE_LOCA7	60 oder mehr: 10x Tapferkeitsmedaille
GUILD_ATTENDANCE_LOCA8	70 oder mehr: 12x Tapferkeitsmedaille
GUILD_ATTENDANCE_LOCA9	Teilnahmestart: täglich um 5:00 Uhr
GUILD_ATTENDANCE_TITLE	Teilnahmebelohnung
GUILD_BANKINFO_CLOSE	Schließen
GUILD_BANKINFO_NAME	Mitglied
GUILD_BANKINFO_TITLE	Gildenlager-Log
GUILD_BANKINFO_TYPE	Gegenstand/Währung
GUILD_BANKINFO_USETYPE	Aktion
GUILD_BANK_CLOSE	Schließen
GUILD_BANK_INFO	Lagerseite:
GUILD_BASEINFO_BANK	Gildenlager
GUILD_BASEINFO_BANKLASTOUT	Letzte Item-Entnahme
GUILD_BASEINFO_BUILDING	Gildengebäude
GUILD_BASEINFO_FACTORY	Gildenschmied
GUILD_BASEINFO_GUILDLAND	Gildenland
GUILD_BASEINFO_LANDSCAPE	Sonstige
GUILD_BASEINFO_LOCALE	Standort
GUILD_BASEINFO_MONEY	Kontostand
GUILD_BASEINFO_MONEYBANKINFO	Gildenbankinformationen
GUILD_BASEINFO_MONEYLASTOUT	Letzte Abhebung
GUILD_BASEINFO_POWER	Altar der Kraft
GUILD_BASEINFO_SMEITER	Gildenalchemist
GUILD_BASEINFO_TITLE	Landinformationen
GUILD_BASENAME	Basisname
GUILD_BOARD_ID	Name
GUILD_BOARD_REFRESH	Aktualisieren
GUILD_BOARD_TEXT	Nachricht
GUILD_BUILDING_CATEGORY_TITLE	Baueinheiten
GUILD_BUILDING_CHANGE	Wechseln
GUILD_BUILDING_CHANGE_DELETE	Löschen
GUILD_BUILDING_CHANGE_FIX	Gildenumbau
GUILD_BUILDING_CHANGE_LIST	Liste der Gildenobjekte
GUILD_BUILDING_DIRECTION	Ausrichtung
GUILD_BUILDING_FIX	Umbau
GUILD_BUILDING_GRADE	Rang
GUILD_BUILDING_INFO	Gebäude- und Kosteninformationen
GUILD_BUILDING_LIST_TITLE	Gebäudeliste
GUILD_BUILDING_LOG	Stamm
GUILD_BUILDING_NAME	Gebäudename
GUILD_BUILDING_OPERATE	Bedienen
GUILD_BUILDING_PLY	Sperrholz
GUILD_BUILDING_POSITION	Lage
GUILD_BUILDING_PREVIEW	Vorschau
GUILD_BUILDING_PRICE	Preis
GUILD_BUILDING_REFRESH	Aktualisieren
GUILD_BUILDING_STONE	Fu.stein
GUILD_BUILDING_TITLE	Gildenhausbau
GUILD_CRYSTAL	Kristall
GUILD_DEPOSIT	Zahlen
GUILD_DONATE_BUTTON_OVER_TEXT	Zufälliger Gegenstand
GUILD_DONATE_COUNT	Verfügbare Spenden: %d/%d
GUILD_DONATE_GET_MEDAL_OF_HONOR	%d
GUILD_DONATE_GUILD_EXP	Gilden-EXP
GUILD_DONATE_HIGH_MATERIAL	Hohe Spende
GUILD_DONATE_MEDAL_OF_HONOR	Tapferkeitsmedaille
GUILD_DONATE_MIDDLE_MATERIAL	Mittlere Spende
GUILD_DONATE_MY_MEDAL_OF_HONOR	Meine Tapferkeitsmedaillen
GUILD_DONATE_NORMAL_MATERIAL	120.000 Yang
GUILD_DONATE_TAB_HIGH	Hohe Spende
GUILD_DONATE_TAB_MIDDLE	Mittlere Spende
GUILD_DONATE_TAB_NORMAL	Kleine Spende
GUILD_DONATE_TITLE	Spenden-EXP
GUILD_DRAGONLAIR_RANKING	Bestenliste
GUILD_DRAGONLAIR_RANKING_COUNT	Platz
GUILD_DRAGONLAIR_RANKING_MEMBER	Mitglieder
GUILD_DRAGONLAIR_RANKING_NAME	Gilde
GUILD_DRAGONLAIR_RANKING_TIME	Zeit
GUILD_DROP_RESOURCE1	hier
GUILD_DROP_RESOURCE2	Ressource fallen lassen
GUILD_GEM	Edelstein
GUILD_GRADE_CHANGE_GRADE_NAME	Neuer Rangname
GUILD_GRADE_NUM	Nr.
GUILD_GRADE_PERMISSION_BANK	Darf die Gildenbank und das Gildenlager nutzen
GUILD_GRADE_PERMISSION_DELETE	Aus Gilde entfernen
GUILD_GRADE_PERMISSION_JOIN	Darf Spieler in die Gilde aufnehmen
GUILD_GRADE_PERMISSION_NOTICE	Darf Gildennotizen anpinnen
GUILD_GRADE_PERMISSION_SKILL	Gildenfertigkeiten
GUILD_GRADE_PERMISSION_WAR	Darf Mitglieder auswählen, die als Kämpfer teilnehmen können.
GUILD_GRADE_RANK	Rang
GUILD_GRADE_WRITE	Schreiben
GUILD_INFO	Gildeninformationen
GUILD_INFO_CUR_EXP	Erfahrung
GUILD_INFO_DECALRE_WAR	Krieg erklären
GUILD_INFO_ENEMY_GUILD	Feindliche Gilde
GUILD_INFO_ENEMY_GUILD_EMPTY	Keine
GUILD_INFO_LEVEL	Gilden-Level
GUILD_INFO_MARK	Gildenzeichen
GUILD_INFO_MASTER	Leader
GUILD_INFO_MASTER_VALUE	Leader
GUILD_INFO_MEMBER_AVG_LEVEL	Durchschnittliches Level
GUILD_INFO_MEMBER_NUM	Mitgliederzahl
GUILD_INFO_NAME	Gildenname
GUILD_INFO_NAME_VALUE	Dies ist ein Gildenname
GUILD_INFO_OFFER_EXP	Invest.
GUILD_INFO_REST_EXP	Nötige Erfahrung
GUILD_INFO_UPLOAD_MARK	Zeichen hochladen
GUILD_INFO_UPLOAD_SYMBOL	Flagge hochladen
GUILD_MARK	Gildenzeichen
GUILD_MASTER_CHANGE_TITLEBAR	Gildenleitung abgeben
GUILD_MEMBER_JOB	Klasse
GUILD_MEMBER_KNIGHT	Kämpfer
GUILD_MEMBER_LEVEL	Level
GUILD_MEMBER_NAME	Name
GUILD_MEMBER_OUT_TITLEBAR	Mitglied entfernen
GUILD_MEMBER_PACE_ATTENDANCE	Teilnahme ({0}/{1})
GUILD_MEMBER_RANK	Rang
GUILD_MEMBER_SPECIFIC_GRAVITY	Invest.
GUILD_METIN_STONE	Geiststein
GUILD_MINENAL	Mineral
GUILD_MONEY	Yang
GUILD_NAME	Gilde
GUILD_RESOURCE_INFO	Ressourceninformationen
GUILD_SKILLPAGE_LADDER	Rangpunkte
GUILD_SKILLPAGE_RANK	Rang
GUILD_SKILL_ACTIVE	Aktiv
GUILD_SKIlL_HEAL_GSP	Aufladen
GUILD_SKILL_PASSIVE	Passiv
GUILD_SKILL_POWER	Energie
GUILD_SKILL_STATE	Fertigkeit der Gilde
GUILD_SYMBOL	Gildenflagge
GUILD_WAR_ACCEPT	Gildenkriegserklärung annehmen
GUILD_WAR_ALLSCORE	Alle Kämpfe
GUILD_WAR_BATTLE_TYPE	Kampfart
GUILD_WAR_CTF	Flagge
GUILD_WAR_DECLARE	Gildenkrieg erklären
GUILD_WAR_ENEMY	Gegner
GUILD_WAR_GAINSCORE	Punkte
GUILD_WAR_GAINSCORE_FIFTY	50
GUILD_WAR_GAINSCORE_HUNDRED	100
GUILD_WAR_GAINSCORE_THIRTY	30
GUILD_WAR_GAMETIME	Kampfzeit
GUILD_WAR_GAMETIME_SIXTY	60 Min.
GUILD_WAR_GAMETIME_TEN	10 Min.
GUILD_WAR_GAMETIME_THIRTY	30 Min.
GUILD_WAR_JOINMEMBER	Mitglieder
GUILD_WAR_JOINMEMBER_COUNT	Mitglieder
GUILD_WAR_JOINMEMBER_FIFTEEN	15
GUILD_WAR_JOINMEMBER_FIVE	5
GUILD_WAR_JOINMEMBER_TEN	10
GUILD_WAR_NORMAL	Feld
GUILD_WAR_REPORT	Kriegsübersicht
GUILD_WAR_REPORTLIST	Übersicht (Kämpfe: K, Siege: S, Niederlagen: N, Unentschieden: U)
GUILD_WAR_SCORE	Kriegsübersicht
GUILD_WAR_SKILL	Gildenfertigkeiten
GUILD_WAR_TYPE_DEFENSE	Schildkampf
GUILD_WAR_TYPE_DIE	Arenakampf
GUILD_WAR_TYPE_FLAG	Flaggenkampf
GUILD_WAR_TYPE_NORMAL	Feldschlacht
GUILD_WAR_TYPE_TIGER	Vernichtungskampf
GUILD_WAR_TYPE_TIME	Zeitangriff
GUILD_WAR_WARP	Arena
GUILD_WAR_WIN	Runden
GUILD_WAR_WIN_FIVE	5
GUILD_WAR_WIN_ONE	1
GUILD_WAR_WIN_THREE	3
GUILD_WATER	Wasser
GUILD_WATER_STONE	Wasserstein
GUILD_WITHDRAW	Nehmen
HELP_ATTACK	Aktiviert den einmaligen Angriff per Mausklick.
HELP_ATTACK_KEY	Angreifen: linke Maustaste oder Leertaste
HELP_AUTO_ATTACK	Aktiviert den automatischen Angriff per Mausklick.
HELP_CAMERA	Kameraführung
HELP_CHANGE_PK_MODE	Angriffsmodus wechseln: Belegung der linken Maustaste ändern
HELP_CHARACTER_BUTTON1	(Charakterfenster, Inventarfenster,
HELP_CHARACTER_BUTTON2	Freundesliste und Optionen)
HELP_CHAT	Um mit entsprechenden Gruppen zu chatten, schreibe vor deinen Text: !(Rufchat), #(Gruppenchat) oder %(Gildenchat).
HELP_CLICK_OTHER_PLAYER	Mit Rechtsklick auf einen anderen Spieler kannst du handeln, Gruppen gründen und zu Duellen herausfordern.
HELP_CONTROL_CAMERA_BY_MIDDLEBUTTON	Voreinstellung Kamerasicht: mittlere Maustaste
HELP_CONTROL_CAMERA_BY_RIGHTBUTTON	Einstellung Kamerasicht ändern: rechte oder linke Maustaste belegen
HELP_EMOTINO	Mit der Tastenkombinationen <STRG> + <1~9> kannst du Emotionen zeigen.
HELP_EXP	Erfahrung
HELP_FURY	Ingame Item-Shop
